Student_ID,Age,Gender,High_School_GPA,SAT_Score,University_Ranking,University_GPA,Field_of_Study,Internships_Completed,Projects_Completed,Certifications,Soft_Skills_Score,Networking_Score,Job_Offers,Starting_Salary,Career_Satisfaction,Years_to_Promotion,Current_Job_Level,Work_Life_Balance,Entrepreneurship,Interest
S00503,29,Female,2.96,1055,51,2.99,Computer Science,4,4,5,1,6,1,58200,3,5,Mid,10,No,Biology
S00504,27,Other,3.98,1392,154,3.8,Law,0,6,0,1,4,0,56000,4,5,Senior,9,No,Robotics
S00505,27,Male,3.37,1420,582,3.75,Computer Science,1,1,1,4,6,3,59100,3,5,Mid,10,No,Cybersecurity
S00506,22,Other,3.68,1526,788,2.09,Arts,0,8,2,7,6,0,62000,9,3,Entry,4,Yes,Entrepreneurship
S00507,24,Male,2.83,1565,791,2.61,Mathematics,1,1,2,7,5,1,52400,6,4,Mid,7,No,Finance
S00508,21,Male,3.54,1029,310,2.89,Mathematics,1,8,0,8,1,1,54500,5,1,Mid,1,Yes,AI
S00509,18,Male,2.08,980,399,2.34,Law,0,3,5,9,3,1,41500,5,1,Entry,2,No,Psychology
S00510,22,Male,2.25,1283,134,3.46,Engineering,3,9,2,4,7,2,62900,2,2,Mid,1,No,Data Science
S00511,24,Female,2.41,1558,220,2.37,Law,2,9,2,2,2,5,33800,9,5,Mid,8,No,Software Development
S00512,27,Male,2.8,1194,163,2.69,Computer Science,2,5,0,10,10,3,59300,2,1,Entry,1,No,Environmental Science
S00513,27,Male,3.69,1168,971,3.33,Mathematics,2,0,3,10,10,2,52000,5,3,Entry,9,Yes,Data Science
S00514,23,Female,2.69,1544,648,2.96,Business,0,4,2,3,1,4,39300,7,3,Senior,7,No,Nursing
S00515,22,Male,3.31,1461,569,3.48,Arts,1,5,4,9,8,4,39900,3,3,Mid,5,No,AI
S00516,21,Female,3.42,1434,502,3.92,Engineering,1,8,2,8,7,0,53200,8,2,Entry,1,No,Psychology
S00517,19,Male,3.17,1277,946,2.23,Business,4,8,0,6,6,0,46300,5,5,Mid,4,No,Graphic Design
S00518,21,Female,2.71,1275,689,3.42,Business,1,8,0,3,10,0,43600,10,1,Senior,3,No,Software Development
S00519,27,Female,3.15,987,115,2.46,Arts,3,2,5,10,5,2,56300,3,5,Senior,7,Yes,Cybersecurity
S00520,27,Male,2.68,1523,499,2.83,Law,2,3,3,8,6,5,25000,3,5,Entry,1,No,Medicine
S00521,20,Male,2.17,1010,472,2.07,Medicine,3,7,3,2,1,1,51400,3,3,Mid,10,No,Nursing
S00522,27,Male,3.99,1483,149,2.27,Engineering,2,7,5,4,9,0,44400,3,1,Mid,4,No,Music
S00523,18,Female,2.25,1053,241,2.64,Law,0,1,5,4,1,0,31600,4,2,Mid,5,No,Software Development
S00524,25,Male,2.14,1362,123,2.68,Arts,3,7,4,9,4,5,44900,10,5,Mid,3,No,Physics
S00525,22,Male,3.76,1468,804,3.8,Medicine,1,6,4,8,3,4,30300,1,4,Entry,5,Yes,Biology
S00526,21,Male,2.6,1055,839,3.48,Arts,2,8,2,7,4,1,67700,3,3,Senior,4,No,AI
S00527,25,Male,3.3,1524,69,3.94,Arts,4,4,3,4,1,2,60800,10,4,Senior,5,Yes,Cybersecurity
S00528,24,Female,2.66,1217,826,3.2,Business,3,1,4,7,10,5,62400,10,2,Entry,9,No,Graphic Design
S00529,19,Female,2.78,1458,63,2.48,Mathematics,0,4,2,1,4,1,57700,5,2,Entry,8,No,Biology
S00530,18,Male,2.52,1137,733,2.66,Law,4,1,1,8,4,4,25000,8,2,Mid,8,Yes,Data Science
S00531,29,Male,2.69,1233,16,2.64,Arts,0,4,2,8,3,2,32300,8,2,Entry,2,Yes,Nursing
S00532,28,Female,2.82,1005,390,2.65,Law,2,8,4,9,8,3,63400,9,1,Mid,3,No,AI
S00533,21,Female,3.44,1381,590,3.35,Medicine,3,6,2,9,7,0,79600,9,4,Entry,4,No,Medicine
S00534,25,Male,3.02,1598,634,3.06,Business,0,6,1,1,9,2,55600,6,3,Entry,10,No,Robotics
S00535,29,Male,3.89,1570,948,2.77,Medicine,4,0,4,10,2,4,70800,10,4,Senior,1,No,Marketing
S00536,19,Male,2.08,1281,258,2.3,Medicine,4,8,2,7,10,1,37800,7,1,Mid,9,No,Robotics
S00537,20,Female,3.01,1588,217,2.04,Business,1,5,4,1,3,2,40600,4,5,Entry,2,Yes,Data Science
S00538,29,Male,3.17,1160,479,2.44,Law,0,6,5,6,6,4,60000,3,2,Mid,2,Yes,Robotics
S00539,18,Female,3.84,1192,114,2.21,Medicine,3,1,5,5,2,5,38000,3,5,Mid,8,No,Marketing
S00540,18,Female,2.1,1234,882,3.57,Computer Science,3,0,2,2,2,2,25800,2,2,Entry,10,No,Data Science
S00541,20,Female,3.15,1554,973,2.22,Law,1,3,0,3,10,0,61200,8,3,Executive,9,No,Medicine
S00542,28,Male,3.71,1375,380,3.45,Mathematics,4,8,4,8,2,5,39200,7,2,Entry,1,No,Film
S00543,22,Male,2.48,1124,658,2.77,Mathematics,0,8,4,2,2,1,25000,8,2,Senior,2,Yes,Marketing
S00544,29,Male,3.75,1454,977,2.15,Arts,4,2,5,4,5,5,67400,6,5,Entry,10,No,Data Science
S00545,20,Male,2.04,1353,237,3.63,Business,0,0,5,3,1,1,57600,10,5,Mid,5,No,Psychology
S00546,18,Female,3.46,1562,476,3.16,Mathematics,0,1,4,7,7,2,60500,10,5,Mid,9,No,Medicine
S00547,18,Other,3.87,1195,972,2.47,Business,0,8,4,8,1,5,61400,5,1,Executive,10,No,Criminal Law
S00548,25,Female,3.31,1474,931,3.79,Law,4,8,5,4,1,4,64600,1,2,Entry,5,No,Psychology
S00549,27,Female,2.88,1541,598,2.09,Computer Science,4,0,2,6,5,0,57500,8,5,Entry,7,No,Psychology
S00550,28,Male,2.09,1362,679,2.4,Computer Science,4,8,3,3,7,0,27700,2,1,Senior,6,No,Finance
S00551,29,Male,3.84,1113,129,3.5,Computer Science,2,0,2,7,3,2,33700,1,3,Entry,6,No,Medicine
S00552,29,Male,2.94,1484,510,3.42,Computer Science,4,9,1,8,7,3,65100,9,3,Senior,2,No,Data Science
S00553,19,Female,2.06,1515,165,2.58,Engineering,1,3,0,7,9,5,58600,8,2,Entry,10,No,Environmental Science
S00554,20,Female,3.38,1057,277,2.12,Business,2,4,2,4,4,2,48000,9,5,Mid,8,No,Environmental Science
S00555,19,Female,2.96,1171,257,3.72,Medicine,0,7,2,10,5,5,25000,5,2,Mid,6,No,Medicine
S00556,20,Male,2.25,1137,132,2.63,Business,3,4,4,9,8,0,37400,3,2,Entry,4,Yes,Software Development
S00557,24,Male,2.43,1202,992,2.39,Mathematics,2,4,1,10,9,5,45400,8,2,Senior,7,Yes,AI
S00558,18,Female,2.13,1569,570,3.03,Business,2,3,4,8,5,1,38700,4,1,Mid,9,No,Marketing
S00559,27,Male,3.15,1520,257,3.82,Business,0,8,5,6,5,2,34300,1,2,Entry,7,No,Biomedical Engineering
S00560,25,Female,3.24,1420,141,2.09,Computer Science,4,7,4,2,2,2,55000,9,3,Entry,6,No,Software Development
S00561,27,Female,3.01,1220,686,3.53,Computer Science,4,8,3,10,9,1,72000,4,5,Entry,2,Yes,Marketing
S00562,27,Female,3.63,958,687,3.14,Engineering,2,6,0,7,6,5,59600,2,4,Mid,3,No,Graphic Design
S00563,27,Male,3.72,1257,209,2.85,Law,4,6,3,9,5,2,42900,10,4,Entry,7,No,Cybersecurity
S00564,19,Male,3.23,1547,716,3.49,Business,2,4,4,9,5,4,49000,3,4,Entry,1,Yes,Medicine
S00565,20,Male,2.03,1150,519,3.93,Arts,3,9,0,9,4,1,59200,6,5,Senior,1,No,Robotics
S00566,26,Male,3.39,1335,51,2.46,Law,3,0,2,9,1,1,41000,9,2,Entry,3,No,AI
S00567,24,Male,2.84,1045,503,2.29,Mathematics,0,5,1,6,6,5,53200,6,5,Senior,5,Yes,AI
S00568,21,Female,3.13,1251,259,3.83,Engineering,1,9,3,1,1,1,44700,4,5,Executive,3,No,Software Development
S00569,27,Female,3.3,1469,178,3.34,Mathematics,1,5,1,6,10,0,44300,1,1,Senior,9,No,Data Science
S00570,22,Male,2.7,1588,922,2.88,Computer Science,4,9,4,5,2,2,26200,2,5,Entry,7,No,Environmental Science
S00571,19,Male,3.83,1144,543,3.15,Mathematics,1,3,0,7,7,3,50700,7,1,Senior,2,Yes,Medicine
S00572,28,Male,2.27,1459,356,3.49,Business,3,1,5,8,1,2,56100,3,3,Entry,10,No,AI
S00573,25,Male,3.34,1200,318,3.55,Computer Science,0,0,2,1,8,2,62700,2,1,Entry,10,No,Robotics
S00574,21,Female,2.01,1337,666,3.84,Law,3,2,0,10,8,0,25000,6,4,Executive,3,No,Entrepreneurship
S00575,26,Male,3.85,999,963,2.85,Medicine,2,8,5,4,7,4,64300,4,1,Entry,3,No,Graphic Design
S00576,22,Male,2.23,1379,364,2.59,Computer Science,4,0,1,4,7,4,60900,1,3,Mid,9,No,HR
S00577,26,Male,2.19,1314,55,3.28,Computer Science,4,4,1,1,1,0,72100,9,5,Entry,7,No,Entrepreneurship
S00578,21,Female,2.67,1064,156,2.83,Engineering,1,9,2,4,3,0,44500,9,4,Entry,3,No,Robotics
S00579,27,Female,2.75,1537,44,3.19,Medicine,2,5,5,7,9,0,51000,5,1,Mid,1,No,Robotics
S00580,22,Male,2.43,1201,593,2.84,Law,1,8,5,6,5,2,34600,8,2,Senior,4,No,Biomedical Engineering
S00581,26,Female,3.17,1020,678,2.31,Arts,1,0,2,4,5,0,49100,6,5,Entry,5,Yes,Cybersecurity
S00582,25,Female,2.89,987,542,2.94,Arts,1,4,0,2,7,3,45300,7,4,Entry,9,No,Software Development
S00583,20,Female,2.07,1116,322,3.38,Arts,2,0,3,7,10,1,52300,6,4,Entry,4,No,Robotics
S00584,18,Male,2.64,1472,648,3.6,Business,1,1,0,8,8,4,49400,7,1,Entry,10,Yes,Cybersecurity
S00585,20,Female,3.62,1078,14,2.99,Arts,4,1,1,9,6,5,62200,3,5,Entry,2,Yes,Film
S00586,21,Female,3.38,1062,357,2.33,Business,1,4,0,9,5,3,46900,3,5,Entry,1,No,Marketing
S00587,19,Female,3.45,1492,483,2.83,Law,2,9,4,4,1,5,69100,10,2,Mid,5,No,Data Science
S00588,18,Female,3.4,1069,618,3.57,Law,2,3,0,3,10,4,25000,3,2,Entry,3,No,Environmental Science
S00589,24,Female,2.62,1200,359,2.83,Computer Science,3,5,0,5,10,2,69400,10,4,Mid,9,No,AI
S00590,25,Male,2.2,1273,318,3.39,Arts,1,4,5,6,10,2,29300,6,4,Entry,3,No,Film
S00591,24,Female,2.54,1102,75,3.01,Engineering,2,1,4,8,9,0,62300,1,3,Senior,3,No,AI
S00592,22,Female,3.66,946,959,2.48,Law,1,8,1,3,6,4,60100,9,4,Entry,2,No,Music
S00593,29,Female,3.96,1362,591,3.59,Medicine,0,9,2,6,3,2,33900,9,2,Entry,3,No,Creative Writing
S00594,18,Male,2.99,1569,194,2.17,Medicine,4,7,0,5,10,2,68400,4,1,Senior,9,No,Software Development
S00595,24,Female,2.02,1307,997,3.05,Law,4,8,3,7,7,5,32200,2,3,Entry,7,No,Medicine
S00596,24,Female,2.28,1093,363,2.42,Computer Science,1,5,5,9,4,5,30200,7,4,Senior,2,No,Biomedical Engineering
S00597,26,Male,2.64,1326,96,2.13,Mathematics,4,4,5,7,3,4,43300,7,2,Entry,3,Yes,Marketing
S00598,20,Female,3.16,1216,40,3.01,Medicine,4,4,2,6,7,2,44000,6,3,Mid,8,No,Data Science
S00599,26,Female,2.15,1378,768,3.0,Medicine,0,1,3,9,6,0,40900,8,1,Entry,10,No,Medicine
S00600,18,Female,3.89,1320,397,3.41,Mathematics,4,3,0,10,4,2,51100,3,1,Mid,8,No,Medicine
S00601,18,Male,2.73,1168,107,3.49,Computer Science,4,1,3,4,10,3,55600,2,2,Entry,10,No,Film
S00602,21,Male,3.83,1380,17,3.46,Mathematics,2,1,5,1,8,3,48800,10,5,Entry,1,No,Finance
S00603,26,Female,3.56,1162,527,2.82,Computer Science,4,7,2,8,2,0,32600,1,2,Mid,1,Yes,Criminal Law
S00604,23,Male,3.51,1325,929,3.26,Computer Science,1,3,3,6,6,3,37200,3,2,Entry,8,Yes,AI
S00605,28,Female,3.21,1065,784,3.15,Engineering,4,3,3,6,3,5,81600,8,2,Mid,8,No,Robotics
S00606,20,Female,3.25,1591,499,2.84,Computer Science,1,6,2,5,8,2,34200,8,5,Mid,2,No,Biology
S00607,18,Female,3.28,1327,525,3.19,Computer Science,4,3,2,10,8,3,34800,7,4,Mid,8,No,Film
S00608,21,Male,3.26,1296,759,3.89,Computer Science,1,8,2,3,1,3,26700,2,4,Entry,1,No,AI
S00609,29,Female,3.11,1115,726,2.39,Law,4,8,5,6,2,2,64600,3,1,Entry,5,No,Entrepreneurship
S00610,26,Male,3.97,1006,663,3.81,Arts,1,2,2,1,4,4,64400,7,4,Mid,10,No,Marketing
S00611,20,Male,3.46,997,804,2.11,Law,4,5,4,7,1,0,56000,8,2,Senior,5,No,AI
S00612,29,Male,3.55,1381,43,2.62,Arts,0,6,0,6,3,4,69300,9,4,Mid,8,No,Cybersecurity
S00613,26,Male,3.74,1398,946,2.58,Engineering,2,2,5,5,4,4,39200,6,5,Mid,8,No,AI
S00614,24,Other,2.43,1129,626,3.25,Engineering,2,3,2,3,10,3,32700,10,4,Mid,10,No,Medicine
S00615,29,Other,2.17,1156,842,2.26,Medicine,2,0,1,8,3,1,54100,3,2,Mid,4,No,Data Science
S00616,21,Male,2.97,942,593,3.76,Mathematics,2,8,3,4,5,4,57100,9,4,Executive,2,Yes,Medicine
S00617,20,Female,3.03,1141,350,3.66,Mathematics,0,6,2,9,10,2,52900,5,1,Entry,6,No,Software Development
S00618,27,Male,3.66,1453,653,3.3,Law,0,9,2,9,7,2,45400,4,4,Entry,4,Yes,AI
S00619,22,Female,2.89,994,30,2.92,Arts,4,6,0,5,8,2,65400,9,1,Executive,2,No,Film
S00620,22,Female,3.14,1087,441,3.87,Engineering,0,8,2,7,8,1,49300,10,3,Entry,9,Yes,Finance
S00621,20,Female,3.05,1284,542,3.66,Engineering,2,5,5,6,2,1,53800,2,5,Mid,9,No,Data Science
S00622,29,Male,2.08,1299,455,3.0,Law,3,7,4,6,1,5,49600,10,1,Mid,7,No,AI
S00623,26,Female,3.23,1405,778,3.4,Medicine,4,4,1,4,6,0,42600,4,3,Mid,2,Yes,Marketing
S00624,21,Male,3.66,1066,611,3.13,Computer Science,1,7,1,10,1,1,34100,6,3,Mid,3,No,Graphic Design
S00625,28,Other,2.32,1024,962,3.18,Business,2,9,2,8,6,0,56300,6,2,Entry,9,No,Software Development
S00626,22,Male,3.19,1572,94,2.66,Medicine,2,0,0,10,7,5,25000,10,3,Mid,8,Yes,Marketing
S00627,21,Female,3.19,986,723,2.92,Mathematics,2,2,5,3,9,2,40500,5,5,Mid,10,No,Data Science
S00628,22,Female,2.33,1388,295,2.16,Mathematics,0,3,5,5,10,1,42500,10,5,Senior,2,Yes,Physics
S00629,24,Female,2.25,1125,549,2.71,Business,1,8,2,1,10,3,31800,7,5,Entry,5,No,AI
S00630,26,Male,3.96,1556,899,3.39,Medicine,4,7,3,1,1,5,45600,5,5,Entry,2,Yes,AI
S00631,24,Female,2.79,1244,89,3.91,Medicine,2,7,5,9,7,3,56700,6,2,Entry,1,No,AI
S00632,22,Male,2.45,1417,930,3.93,Computer Science,1,1,5,4,4,3,51900,1,4,Mid,9,No,Criminal Law
S00633,27,Female,2.34,930,503,3.11,Engineering,3,6,5,9,9,1,41400,8,1,Entry,7,Yes,AI
S00634,27,Male,3.34,1195,767,3.21,Arts,0,2,1,7,4,1,59300,5,2,Entry,4,No,AI
S00635,24,Male,3.22,1313,214,2.37,Medicine,2,5,5,10,2,1,54000,5,2,Entry,3,No,Psychology
S00636,27,Female,3.29,1034,422,3.39,Computer Science,1,3,3,8,1,3,32800,10,1,Senior,3,No,Psychology
S00637,22,Male,2.18,1424,526,2.14,Mathematics,1,5,4,9,7,2,38400,6,1,Entry,7,No,AI
S00638,20,Male,3.79,903,192,2.57,Business,2,3,1,1,7,4,28800,6,4,Entry,10,No,AI
S00639,24,Male,2.78,1077,807,3.34,Law,1,2,1,7,3,2,44800,8,4,Mid,9,No,Data Science
S00640,28,Male,2.63,1158,694,2.62,Mathematics,1,1,4,8,5,1,40000,4,5,Entry,7,No,Marketing
S00641,28,Female,2.92,1551,642,2.1,Law,4,3,3,2,10,4,46600,4,4,Entry,2,No,Biomedical Engineering
S00642,19,Female,2.78,964,224,3.66,Engineering,0,9,2,10,7,5,79000,3,4,Mid,6,No,AI
S00643,29,Male,3.73,1262,555,2.62,Law,4,1,0,9,8,4,25500,9,1,Mid,8,Yes,Entrepreneurship
S00644,26,Male,3.86,916,693,2.13,Medicine,0,6,3,1,9,2,25000,8,3,Mid,7,No,Data Science
S00645,27,Male,2.61,1099,387,2.15,Business,0,0,4,3,10,3,72400,5,5,Entry,2,Yes,Medicine
S00646,27,Male,3.73,1443,681,2.5,Medicine,4,0,5,9,10,0,57900,8,5,Entry,7,No,Software Development
S00647,29,Female,3.56,1111,776,2.36,Law,2,4,5,1,1,3,64600,6,2,Senior,9,No,Graphic Design
S00648,18,Female,3.86,1334,474,3.55,Arts,1,6,4,4,9,3,44800,5,4,Entry,3,No,Medicine
S00649,23,Male,2.49,1172,608,2.64,Mathematics,3,0,5,10,6,4,60300,9,4,Mid,3,No,Data Science
S00650,24,Male,3.15,1189,203,3.61,Law,4,3,4,6,6,1,48100,9,1,Senior,5,Yes,Cybersecurity
S00651,25,Male,2.55,1382,447,2.35,Arts,4,4,1,6,7,1,63000,8,4,Entry,9,No,AI
S00652,27,Female,3.65,1133,833,2.99,Law,2,1,2,4,9,4,65300,10,2,Entry,1,Yes,Nursing
S00653,26,Other,2.01,1307,847,3.38,Engineering,1,6,1,10,7,3,63900,3,1,Mid,7,No,Graphic Design
S00654,19,Male,3.13,1593,900,3.3,Business,4,3,1,10,7,2,40200,9,5,Entry,7,No,Cybersecurity
S00655,28,Male,2.68,1045,68,3.2,Arts,3,7,1,10,3,5,51400,6,4,Senior,4,Yes,Software Development
S00656,27,Female,2.65,1461,92,3.85,Computer Science,1,0,4,10,10,0,35600,9,4,Entry,6,No,Entrepreneurship
S00657,19,Female,3.29,1329,778,2.46,Engineering,4,9,3,1,9,3,58300,1,2,Entry,1,No,Finance
S00658,22,Male,3.7,1331,843,2.99,Medicine,4,0,0,5,4,3,55100,1,2,Senior,10,Yes,Data Science
S00659,22,Male,3.22,1514,178,3.77,Law,0,0,0,5,6,0,26100,6,1,Entry,4,No,Data Science
S00660,23,Male,3.71,1444,663,2.16,Business,0,3,2,3,7,2,56900,4,5,Senior,3,No,Environmental Science
S00661,20,Female,2.53,1396,829,2.11,Business,4,0,2,3,9,0,56500,5,2,Entry,5,Yes,Entrepreneurship
S00662,25,Male,3.04,988,559,2.47,Law,2,4,4,4,10,4,58500,5,2,Senior,8,No,Data Science
S00663,18,Male,2.9,1310,3,3.27,Computer Science,0,5,0,3,3,0,50700,3,5,Entry,5,No,Medicine
S00664,23,Female,2.02,1140,999,2.52,Mathematics,4,6,3,3,2,0,58500,9,3,Entry,1,No,Data Science
S00665,21,Male,3.11,1122,103,2.38,Mathematics,1,7,4,3,2,3,54700,1,1,Entry,2,No,Biomedical Engineering
S00666,18,Female,3.32,1564,273,2.92,Arts,3,7,2,7,2,3,36600,6,3,Entry,2,No,Cybersecurity
S00667,24,Male,3.18,1367,534,3.23,Law,0,1,4,9,9,1,59500,2,5,Entry,9,No,Criminal Law
S00668,26,Male,3.47,1468,116,2.5,Business,4,3,2,1,8,0,35700,2,4,Entry,10,No,Data Science
S00669,21,Female,3.14,1221,859,2.6,Computer Science,0,6,0,8,9,4,34000,9,1,Mid,7,Yes,Medicine
S00670,21,Male,2.13,1274,912,3.23,Mathematics,1,8,4,10,9,1,53200,10,5,Senior,4,No,AI
S00671,23,Other,2.23,1011,464,3.89,Computer Science,2,8,1,1,1,5,25000,2,5,Senior,9,No,Graphic Design
S00672,29,Female,3.19,1426,104,3.35,Mathematics,4,2,5,9,10,0,40000,9,1,Mid,9,No,Medicine
S00673,20,Male,2.55,1311,259,3.57,Medicine,1,6,2,8,10,3,45300,8,3,Entry,7,No,AI
S00674,29,Female,2.16,1168,308,2.73,Computer Science,3,3,1,6,9,4,69900,7,4,Entry,9,Yes,AI
S00675,23,Male,2.86,1525,367,2.54,Engineering,4,8,2,6,1,2,46800,8,3,Entry,9,Yes,Medicine
S00676,24,Female,3.11,1151,929,2.91,Business,3,6,1,10,5,1,78900,9,2,Entry,7,Yes,Data Science
S00677,28,Male,2.66,1273,810,3.61,Engineering,2,5,0,7,4,3,27700,10,3,Mid,5,No,Data Science
S00678,27,Female,3.44,1553,642,2.91,Mathematics,4,8,0,8,8,2,57100,9,2,Mid,9,No,Biology
S00679,27,Male,3.29,1525,807,3.69,Computer Science,4,6,3,7,5,0,59700,3,1,Senior,3,No,Software Development
S00680,20,Male,2.67,1349,302,3.98,Computer Science,1,7,3,1,9,4,36200,10,2,Senior,4,No,Psychology
S00681,24,Female,3.51,1436,560,2.14,Engineering,0,4,3,10,1,3,48600,1,5,Mid,6,Yes,AI
S00682,20,Female,3.3,1267,27,2.09,Medicine,4,3,4,4,8,3,48400,8,2,Executive,7,Yes,Physics
S00683,19,Male,3.27,1154,508,2.3,Computer Science,2,0,2,4,6,4,66300,10,5,Entry,10,No,Nursing
S00684,29,Male,3.11,1362,527,2.77,Engineering,4,7,4,9,1,3,28400,4,5,Senior,8,No,AI
S00685,27,Female,2.02,1167,775,2.26,Engineering,4,5,3,9,2,3,78200,5,3,Entry,4,No,AI
S00686,21,Female,3.39,1025,365,3.74,Business,4,3,2,3,4,0,25000,6,4,Entry,9,Yes,AI
S00687,29,Male,2.75,1292,953,2.05,Medicine,4,2,4,9,5,1,56400,6,3,Mid,3,No,Cybersecurity
S00688,25,Male,3.89,1233,298,2.63,Arts,2,4,0,5,1,2,36900,7,3,Entry,3,No,Medicine
S00689,26,Male,3.64,1464,777,2.37,Engineering,1,3,2,6,10,5,57200,10,5,Entry,5,No,Criminal Law
S00690,24,Female,3.18,1267,361,3.86,Business,0,6,3,7,7,4,40100,3,4,Entry,2,No,AI
S00691,18,Male,2.5,1454,646,3.34,Arts,2,5,0,3,4,2,70200,2,5,Mid,1,No,AI
S00692,20,Male,2.41,1577,504,3.82,Business,2,2,2,4,1,4,51500,9,4,Senior,9,No,Medicine
S00693,29,Female,2.68,1453,953,3.94,Business,3,9,4,5,6,5,43700,2,2,Entry,8,Yes,Corporate Law
S00694,26,Male,2.95,1355,588,2.99,Law,0,0,5,1,9,4,33200,9,5,Executive,3,No,Psychology
S00695,29,Female,2.59,1587,30,2.47,Medicine,1,6,5,8,9,3,55800,10,3,Senior,5,No,Physics
S00696,18,Male,3.03,966,439,2.39,Computer Science,1,4,3,7,4,5,56800,4,5,Entry,8,No,Marketing
S00697,26,Male,2.33,965,340,2.45,Medicine,3,0,4,2,7,5,44600,1,1,Mid,2,No,Software Development
S00698,25,Male,3.96,1494,126,3.42,Arts,3,0,0,7,10,0,50400,3,1,Executive,7,Yes,AI
S00699,18,Female,2.22,1516,596,2.08,Law,2,5,0,9,1,4,54200,10,1,Senior,9,Yes,Data Science
S00700,23,Male,3.86,1299,566,2.1,Medicine,1,3,0,5,10,5,59600,2,3,Entry,4,No,Medicine
S00701,22,Female,3.83,1186,366,3.22,Computer Science,1,7,2,6,9,2,35000,4,3,Entry,2,No,Biology
S00702,23,Female,3.05,1085,795,3.28,Medicine,1,1,3,5,1,1,43100,2,1,Senior,9,No,Medicine
S00703,27,Female,3.45,1183,852,3.33,Medicine,2,3,5,1,9,2,59200,10,3,Mid,10,No,AI
S00704,29,Male,2.87,1415,443,2.74,Medicine,1,7,0,6,6,5,48400,6,3,Entry,1,No,Data Science
S00705,22,Male,3.26,1549,263,3.61,Engineering,4,7,4,7,10,0,25000,10,3,Entry,6,Yes,AI
S00706,23,Male,2.68,1590,936,3.07,Engineering,3,4,3,5,7,1,73900,1,1,Mid,8,No,AI
S00707,22,Male,2.6,1136,872,2.21,Medicine,3,2,5,3,4,3,62700,5,2,Entry,2,No,Entrepreneurship
S00708,28,Male,3.16,917,222,3.59,Computer Science,3,3,4,6,9,2,25000,9,2,Mid,10,No,Biomedical Engineering
S00709,29,Female,3.0,1313,840,3.91,Mathematics,3,2,4,7,6,2,40100,1,4,Mid,7,No,Biomedical Engineering
S00710,22,Male,3.16,908,2,2.12,Computer Science,4,1,0,10,6,5,73600,4,5,Entry,7,No,Cybersecurity
S00711,21,Male,2.57,1319,910,2.78,Computer Science,0,3,3,10,10,4,56800,2,2,Entry,3,No,Culinary Arts
S00712,20,Male,2.73,928,394,2.98,Computer Science,1,8,1,9,6,4,28400,2,4,Senior,10,No,Software Development
S00713,20,Female,2.17,1555,306,2.29,Law,3,5,2,7,4,1,25000,5,2,Mid,4,Yes,Cybersecurity
S00714,21,Male,2.1,1247,146,3.74,Law,1,3,1,3,7,3,25000,2,1,Mid,8,No,Biomedical Engineering
S00715,26,Female,2.51,1560,530,2.57,Business,1,0,2,1,2,4,42600,5,4,Mid,6,No,Criminal Law
S00716,19,Male,2.15,1475,528,3.57,Medicine,4,6,3,7,2,5,60000,1,1,Entry,2,Yes,AI
S00717,26,Female,2.21,1349,308,3.34,Mathematics,1,1,5,8,6,2,27000,5,1,Mid,6,Yes,Software Development
S00718,18,Female,3.63,1279,965,3.2,Mathematics,3,5,0,1,9,1,58500,3,4,Mid,7,No,Data Science
S00719,18,Male,2.08,1598,948,2.38,Medicine,1,9,3,5,3,4,36800,2,4,Entry,8,Yes,Finance
S00720,22,Male,3.32,1265,671,2.44,Business,4,0,1,8,7,4,25000,4,2,Entry,8,No,Data Science
S00721,23,Male,2.55,1126,997,2.09,Computer Science,3,6,4,10,9,0,44800,1,2,Entry,8,No,Entrepreneurship
S00722,23,Male,3.74,1017,340,2.48,Arts,4,3,2,7,9,1,79600,3,5,Entry,8,No,AI
S00723,20,Female,2.97,1311,919,2.69,Arts,2,2,2,2,3,1,70200,1,2,Executive,6,No,AI
S00724,24,Female,2.61,1255,352,3.67,Business,0,9,1,4,1,5,42500,8,4,Entry,1,No,Software Development
S00725,26,Female,3.04,1153,810,2.73,Mathematics,1,6,0,6,2,3,53100,5,2,Entry,4,No,Marketing
S00726,28,Female,2.76,1442,209,3.51,Arts,1,2,3,7,8,4,41300,1,4,Senior,2,No,Music
S00727,29,Male,3.13,1572,958,2.88,Engineering,1,7,1,7,7,1,25000,2,5,Mid,10,No,Marketing
S00728,27,Male,2.23,1343,205,3.57,Medicine,2,3,3,3,1,5,40900,9,4,Mid,7,No,Cybersecurity
S00729,25,Female,3.99,1580,625,3.95,Arts,0,2,0,8,3,3,59600,7,5,Mid,1,No,AI
S00730,23,Male,2.85,980,690,2.48,Law,4,6,4,7,8,4,32300,3,5,Entry,5,No,Software Development
S00731,29,Female,2.7,945,973,3.72,Law,2,6,3,4,7,2,66100,1,5,Senior,10,No,Marketing
S00732,25,Male,3.42,948,721,3.24,Mathematics,2,8,0,10,5,0,66700,2,1,Entry,8,No,Cybersecurity
S00733,29,Male,2.73,1348,636,3.63,Mathematics,3,9,1,4,3,3,43200,7,3,Entry,4,No,Medicine
S00734,22,Other,3.67,1306,15,3.3,Engineering,2,6,5,4,7,0,51700,8,4,Entry,7,No,AI
S00735,25,Male,2.91,1182,858,2.85,Medicine,2,5,4,5,5,2,69500,5,2,Mid,5,No,Entrepreneurship
